name,year,selling_price,km_driven,fuel,seller_type,transmission,mileage,engine,max_power,seats
Mahindra Scorpio LX 2.6 Turbo,2008,5500,110000,Diesel,Individual,Manual,9.52,2609.0,120.0,7.0
Maruti Celerio VXI,2017,9460,10000,Petrol,Individual,Manual,4.33,998.0,67.04,5.0
Maruti Baleno Zeta 1.2,2017,13860,35000,Petrol,Individual,Manual,4.67,1197.0,83.1,5.0
Tata Tigor 1.2 Revotron XZ Option,2018,12100,23000,Petrol,Individual,Manual,4.93,1199.0,84.0,5.0
Maruti Swift VDI,2019,13860,15000,Diesel,Individual,Manual,3.52,1248.0,74.0,5.0
Mahindra TUV 300 Plus P4 BSIV,2018,18700,20000,Diesel,Individual,Manual,5.41,2179.0,120.0,9.0
Mahindra Bolero SLX 2WD,2011,10010,90000,Diesel,Individual,Manual,7.35,2523.0,63.0,7.0
Mahindra Bolero SLX 2WD,2011,9790,90000,Diesel,Individual,Manual,7.35,2523.0,63.0,7.0
Hyundai i20 Sportz 1.4 CRDi,2013,8140,80000,Diesel,Individual,Manual,4.57,1396.0,88.76,5.0
Hyundai Grand i10 Sportz,2016,11000,50000,Petrol,Individual,Manual,5.29,1197.0,82.0,5.0
Tata Indica Vista TDI LX,2012,3080,185000,Diesel,Individual,Manual,5.15,1405.0,70.0,5.0
Maruti Swift VXI,2019,12100,40000,Petrol,Individual,Manual,4.71,1197.0,81.8,5.0
Renault KWID 1.0 RXT Optional,2017,6600,30000,Petrol,Individual,Manual,4.35,999.0,67.0,5.0
Tata Indigo CS eLX BS IV,2011,3300,120000,Diesel,Individual,Manual,4.34,1396.0,69.0,5.0
Maruti Wagon R VXI BS IV,2011,5059,500000,Petrol,Individual,Manual,5.29,998.0,67.1,5.0
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,19360,46000,Diesel,Individual,Manual,6.49,2179.0,120.0,7.0
Toyota Fortuner 3.0 Diesel,2011,19800,120000,Diesel,Individual,Manual,8.7,2982.0,171.0,7.0
Mahindra Scorpio S2 9 Seater,2015,15839,80000,Diesel,Individual,Manual,6.49,2523.0,75.0,9.0
Hyundai i20 Magna 1.4 CRDi,2016,12100,90000,Diesel,Individual,Manual,4.44,1396.0,88.73,5.0
Mahindra Scorpio S2 9 Seater,2015,15839,90000,Diesel,Individual,Manual,6.49,2523.0,75.0,9.0
Maruti Swift VDI BSIV,2016,11770,70000,Diesel,Individual,Manual,3.97,1248.0,74.0,5.0
Hyundai Xcent 1.1 CRDi Base,2015,7040,91000,Diesel,Individual,Manual,4.1,1120.0,71.0,5.0
Hyundai i20 Sportz Option 1.4 CRDi,2015,11000,90000,Diesel,Individual,Manual,4.44,1396.0,88.73,5.0
Maruti Ertiga VDI,2014,11550,110000,Diesel,Individual,Manual,4.81,1248.0,88.76,7.0
Renault KWID 1.0 RXT BSIV,2019,4840,90000,Petrol,Individual,Manual,4.35,999.0,67.0,5.0
Tata Tiago 1.2 Revotron XT,2018,7700,50000,Petrol,Individual,Manual,4.19,1199.0,84.0,5.0
Mahindra TUV 300 mHAWK100 T8,2016,11660,60000,Diesel,Individual,Manual,5.41,1493.0,100.0,7.0
Maruti Alto 800 LXI,2013,4730,35000,Petrol,Individual,Manual,4.4,796.0,47.3,5.0
Volkswagen Vento Diesel Highline,2012,7370,100000,Diesel,Individual,Manual,4.87,1598.0,103.6,5.0
Hyundai Xcent 1.1 CRDi Base,2015,7040,90000,Diesel,Individual,Manual,4.1,1120.0,71.0,5.0
Ford Figo Diesel LXI,2011,2970,120000,Diesel,Individual,Manual,5.0,1399.0,68.0,5.0
Maruti A-Star Vxi,2009,3850,95000,Petrol,Individual,Manual,5.26,998.0,66.1,5.0
Mahindra Bolero 2011-2019 ZLX,2017,17600,35000,Diesel,Individual,Manual,6.27,2523.0,62.1,7.0
Tata Indica GLS BS IV,2007,1716,38000,Petrol,Individual,Manual,6.54,1193.0,65.3,5.0
Honda City i VTEC VX,2014,12430,56000,Petrol,Individual,Manual,5.75,1497.0,117.3,5.0
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,12650,50000,Diesel,Individual,Manual,4.44,1396.0,88.73,5.0
Hyundai EON Era Plus,2014,3740,70000,Petrol,Individual,Manual,4.74,814.0,55.2,5.0
Maruti Alto 800 VXI,2014,5521,30000,Petrol,Individual,Manual,4.4,796.0,47.3,5.0
Mahindra XUV500 W10 2WD,2015,20900,188000,Diesel,Individual,Manual,6.25,2179.0,140.0,7.0
Honda City i VTEC E,2014,14300,60000,Petrol,Individual,Manual,5.62,1497.0,117.3,5.0
Tata Safari Storme EX,2013,12100,133000,Diesel,Individual,Manual,7.14,2179.0,138.1,7.0
Toyota Innova 2.5 E Diesel PS 7-Seater,2010,14300,160000,Diesel,Individual,Manual,7.81,2494.0,102.0,7.0
Mahindra XUV500 W8 4WD,2013,17600,150000,Diesel,Individual,Manual,6.62,2179.0,140.0,7.0
Maruti Alto 800 VXI,2020,5521,30000,Petrol,Individual,Manual,4.54,796.0,47.3,5.0
Maruti Alto 800 LXI,2013,3740,60000,Petrol,Individual,Manual,4.4,796.0,47.3,5.0
Tata Indigo CS LE (TDI) BS-III,2013,5500,30000,Diesel,Individual,Manual,5.24,1396.0,69.0,5.0
Chevrolet Enjoy Petrol LS 7 Seater,2014,6864,80000,Petrol,Individual,Manual,7.3,1399.0,98.82,7.0
Maruti Alto 800 LXI,2014,5500,20000,Petrol,Individual,Manual,4.4,796.0,47.3,5.0
Hyundai EON Magna Plus,2013,4400,80000,Petrol,Individual,Manual,4.74,814.0,55.2,5.0
Mahindra Scorpio S2 7 Seater,2016,14740,73000,Diesel,Individual,Manual,6.49,2523.0,75.0,7.0
Hyundai EON D Lite Plus,2017,5940,50000,Petrol,Individual,Manual,4.74,814.0,55.2,5.0
Mahindra Bolero 2011-2019 SLX,2012,7920,200000,Diesel,Individual,Manual,6.27,2523.0,62.1,7.0
Maruti Swift VDI,2018,13860,46000,Diesel,Individual,Manual,3.52,1248.0,74.0,5.0
Maruti 800 EX BSII,2003,1223,36088,Petrol,Individual,Manual,6.21,796.0,37.0,4.0
Mahindra Supro LX 8 Str,2018,8800,50000,Diesel,Individual,Manual,4.26,909.0,45.0,8.0
Hyundai i20 Sportz 1.4 CRDi,2014,9240,50000,Diesel,Individual,Manual,4.44,1396.0,88.73,5.0
Maruti Ciaz 1.4 Alpha,2018,16808,25000,Petrol,Individual,Manual,4.82,1373.0,91.1,5.0
Mahindra Bolero 2011-2019 SLE,2019,15620,30000,Diesel,Individual,Manual,6.27,2523.0,62.1,7.0
Tata Hexa XT,2018,34650,30000,Diesel,Individual,Manual,5.68,2179.0,153.86,7.0
Force One SX ABS 7 Seating,2018,23100,13000,Diesel,Individual,Manual,5.88,2200.0,139.01,7.0
Maruti XL6 Alpha,2019,22000,15000,Petrol,Individual,Manual,5.26,1462.0,103.2,6.0
Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,2017,14300,44000,Diesel,Dealer,Manual,4.23,1248.0,88.5,5.0
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,13200,63000,Diesel,Individual,Manual,4.39,1498.0,98.59,5.0
Mahindra TUV 300 T8,2016,11219,110000,Diesel,Individual,Manual,5.41,1493.0,100.0,7.0
Hyundai Xcent 1.2 Kappa SX Option,2017,13420,14000,Petrol,Individual,Manual,5.24,1197.0,82.0,5.0
Maruti Alto 800 VXI,2017,6820,35000,Petrol,Individual,Manual,4.05,796.0,47.3,5.0
Mahindra Bolero 2011-2019 ZLX BSIII,2016,15839,35000,Diesel,Individual,Manual,6.27,2523.0,62.1,7.0
Tata Indigo eCS LS TDI BSIII,2012,3476,110000,Diesel,Individual,Manual,5.24,1396.0,69.0,5.0
Tata Indigo LS,2011,3850,85700,Diesel,Individual,Manual,5.88,1405.0,70.0,5.0
Maruti Ritz VDi,2010,4774,120000,Diesel,Individual,Manual,4.74,1248.0,73.9,5.0
Honda Amaze VX i-DTEC,2013,10669,50000,Diesel,Individual,Manual,3.88,1498.0,98.6,5.0
Hyundai Xcent 1.1 CRDi SX,2016,12100,35000,Diesel,Individual,Manual,4.1,1120.0,71.0,5.0
Maruti Swift ZXI,2012,6160,70000,Petrol,Individual,Manual,5.38,1197.0,85.8,5.0
Ford Classic 1.6 Duratec LXI,2013,7700,90000,Petrol,Individual,Manual,7.1,1596.0,99.6,5.0
Mahindra XUV500 W10 2WD,2017,25300,42000,Diesel,Individual,Manual,6.25,2179.0,140.0,7.0
Hyundai Grand i10 Magna,2016,9240,30000,Petrol,Individual,Manual,5.29,1197.0,82.0,5.0
Maruti Ciaz 1.4 Alpha,2017,17820,80000,Petrol,Individual,Manual,4.82,1373.0,91.1,5.0
Hyundai i20 1.2 Sportz,2011,6380,90000,Petrol,Individual,Manual,5.88,1197.0,80.0,5.0
Chevrolet Beat LT,2012,3960,60000,Petrol,Individual,Manual,5.38,1199.0,79.4,5.0
Maruti Eeco 5 Seater AC BSIV,2010,3520,162000,Petrol,Individual,Manual,6.51,1196.0,73.0,5.0
Tata Nano XE,2017,1452,70000,Petrol,Individual,Manual,4.18,624.0,37.48,4.0
Maruti Wagon R Stingray VXI,2015,8118,20000,Petrol,Individual,Manual,4.88,998.0,67.04,5.0
Tata New Safari DICOR 2.2 VX 4x2 BS IV,2012,6600,80000,Diesel,Individual,Manual,7.18,2179.0,138.1,7.0
Mahindra Bolero PLUS AC,2008,7700,90000,Diesel,Individual,Manual,7.35,2523.0,63.0,7.0
Hyundai i10 Asta Sunroof AT,2008,4840,120000,Petrol,Individual,Automatic,5.21,1197.0,80.0,5.0
Chevrolet Tavera B3 LT L1 10 Seats BSIII,2005,3520,220000,Diesel,Individual,Manual,6.76,2499.0,80.0,10.0
Maruti Swift Ldi BSIV,2009,4862,100000,Diesel,Individual,Manual,5.62,1248.0,75.0,5.0
Tata Zest Revotron 1.2 XT,2017,8800,35000,Petrol,Individual,Manual,5.69,1193.0,88.7,5.0
Toyota Camry V4 (MT),2004,5500,120000,Petrol,Individual,Manual,7.46,2362.0,164.7,5.0
Mahindra Bolero DI BSIII,2011,8580,120000,Diesel,Individual,Manual,7.35,2523.0,63.0,7.0
Maruti Eeco 5 Seater AC BSIV,2012,4180,110000,Petrol,Individual,Manual,6.51,1196.0,73.0,5.0
Renault KWID RXT,2017,6600,60000,Petrol,Individual,Manual,3.97,799.0,53.3,5.0
Hyundai i20 1.4 Asta Dual Tone,2017,16500,27000,Diesel,Individual,Manual,4.44,1396.0,88.73,5.0
Maruti Swift Dzire VDI,2016,14300,50000,Diesel,Individual,Manual,3.76,1248.0,74.0,5.0
Honda Amaze i-VTEC Privilege Edition,2018,13970,40000,Petrol,Individual,Manual,5.62,1198.0,86.7,5.0
Hyundai Verna 1.6 SX,2013,11440,88000,Diesel,Individual,Manual,4.48,1582.0,126.32,5.0
Mahindra Scorpio S11 4WD BSIV,2020,33000,50000,Diesel,Individual,Manual,6.11,2179.0,140.0,7.0
Hyundai Verna 1.6 SX CRDi (O),2012,9130,80000,Diesel,Individual,Manual,4.48,1582.0,126.32,5.0
Hyundai Elite i20 Diesel Sportz,2019,15400,60000,Diesel,Individual,Manual,4.44,1396.0,88.76,5.0
Maruti Swift LXI,2017,10669,26000,Petrol,Individual,Manual,4.71,1197.0,81.8,5.0
Ford Fiesta 1.4 Durasport EXI,2007,2640,80000,Petrol,Individual,Manual,6.02,1388.0,68.0,5.0
Hyundai EON Era Plus,2014,4840,60000,Petrol,Individual,Manual,4.74,814.0,55.2,5.0
Hyundai i10 Magna,2014,7040,80000,Petrol,Individual,Manual,4.91,1197.0,78.9,5.0
Maruti Swift VDI,2011,8250,90000,Diesel,Individual,Manual,4.37,1248.0,74.0,5.0
Hyundai Verna 1.6 SX CRDi (O),2012,9680,80000,Diesel,Individual,Manual,4.48,1582.0,126.32,5.0
Hyundai Grand i10 1.2 Kappa Magna AT,2019,12100,15000,Petrol,Individual,Automatic,5.29,1197.0,81.86,5.0
Maruti Swift ZDI BSIV,2017,14080,35000,Diesel,Individual,Manual,3.97,1248.0,74.0,5.0
Toyota Etios GD,2014,9240,120000,Diesel,Individual,Manual,4.24,1364.0,67.04,5.0
Hyundai Grand i10 CRDi Sportz,2016,7260,63000,Diesel,Individual,Manual,4.17,1120.0,70.0,5.0
Volkswagen Ameo 1.5 TDI Highline Plus,2019,17600,25000,Diesel,Individual,Manual,4.62,1498.0,108.62,5.0
Maruti Wagon R LXI BS IV,2011,5280,64500,Petrol,Individual,Manual,5.29,998.0,67.1,5.0
Mahindra KUV 100 mFALCON D75 K2 Plus,2016,7920,100000,Diesel,Individual,Manual,3.95,1198.0,77.0,6.0
Hyundai Verna 1.6 CRDi SX,2017,16500,40000,Diesel,Individual,Manual,4.18,1582.0,126.2,5.0
Hyundai i20 1.2 Magna Executive,2017,12540,15000,Petrol,Individual,Manual,5.38,1197.0,81.83,5.0
Toyota Etios Liva GD,2015,9900,25000,Diesel,Individual,Manual,4.24,1364.0,67.04,5.0
Maruti Ritz LXi,2016,5940,82000,Petrol,Individual,Manual,5.41,1197.0,85.8,5.0
Maruti Ertiga VDI,2012,10119,87000,Diesel,Individual,Manual,4.81,1248.0,88.76,7.0
Maruti Alto K10 VXI,2015,5280,80000,Petrol,Individual,Manual,4.18,998.0,67.05,5.0
Renault Duster 110PS Diesel RxZ,2012,7040,110000,Diesel,Individual,Manual,5.26,1461.0,108.45,5.0
Tata Manza Aura (ABS) Quadrajet BS IV,2011,3278,148000,Diesel,Individual,Manual,4.73,1248.0,88.8,5.0
Mahindra Scorpio S11 BSIV,2018,33000,40000,Diesel,Individual,Manual,6.11,2179.0,140.0,7.0
Hyundai Accent Executive,2011,3960,70000,Petrol,Individual,Manual,6.11,1495.0,93.7,5.0
Hyundai Santro Xing GLS LPG,2012,4070,70000,LPG,Individual,Manual,4.17,1086.0,62.1,5.0
Maruti 800 AC,2008,1430,40000,Petrol,Individual,Manual,6.21,796.0,37.0,4.0
Tata Indigo LX,2010,2860,120000,Diesel,Individual,Manual,5.88,1405.0,70.0,5.0
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,7260,60000,Diesel,Individual,Manual,5.62,1399.0,67.0,5.0
Tata Manza Aura (ABS) Quadrajet,2011,4180,90000,Diesel,Dealer,Manual,5.32,1248.0,90.0,5.0
Maruti Swift VDI,2014,11022,68000,Diesel,Dealer,Manual,4.37,1248.0,74.0,5.0
Honda Amaze S i-DTEC,2017,13200,24500,Diesel,Dealer,Manual,3.88,1498.0,98.6,5.0
Mahindra XUV500 W8 4WD,2012,12540,77000,Diesel,Dealer,Manual,6.62,2179.0,140.0,7.0
Honda Amaze VX O iDTEC,2015,9900,85000,Diesel,Dealer,Manual,3.88,1498.0,98.6,5.0
Toyota Etios 1.5 V,2011,6270,45500,Petrol,Dealer,Manual,5.96,1496.0,88.73,5.0
Maruti Swift VDI,2014,10780,67000,Diesel,Dealer,Manual,3.52,1248.0,74.0,5.0
Maruti Swift VDI,2014,11000,77000,Diesel,Dealer,Manual,3.52,1248.0,74.0,5.0
Hyundai EON Magna Plus,2016,6050,47000,Petrol,Dealer,Manual,4.74,814.0,55.2,5.0
Tata Tiago XT,2017,9680,57000,Petrol,Dealer,Manual,4.19,1199.0,84.48,5.0
Hyundai i20 1.4 Asta Option,2018,18150,71500,Diesel,Dealer,Manual,4.44,1396.0,88.73,5.0
Toyota Etios Liva 1.4 GD,2012,9042,110000,Diesel,Dealer,Manual,4.24,1364.0,67.04,5.0
Maruti Swift Dzire VDI,2013,10340,82000,Diesel,Dealer,Manual,3.76,1248.0,74.0,5.0
Maruti Swift VDI,2013,9790,70000,Diesel,Dealer,Manual,3.52,1248.0,74.0,5.0
Maruti Baleno Zeta Diesel,2017,16544,28000,Diesel,Dealer,Manual,3.65,1248.0,74.0,5.0
Skoda Rapid 1.5 TDI Style Plus Black Package,2016,14300,125000,Diesel,Dealer,Manual,4.73,1498.0,103.52,5.0
Maruti Swift VDI,2013,9900,67000,Diesel,Dealer,Manual,3.52,1248.0,74.0,5.0
Honda City 1.5 V MT,2011,7700,93500,Petrol,Dealer,Manual,5.88,1497.0,118.0,5.0
Maruti Swift VVT VXI,2012,11242,8500,Petrol,Dealer,Manual,4.55,1197.0,81.8,5.0
Maruti Baleno Zeta 1.3,2016,15400,80000,Diesel,Dealer,Manual,3.65,1248.0,74.0,5.0
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,39600,30000,Diesel,Individual,Automatic,8.8,2755.0,171.5,7.0
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,12100,14200,Petrol,Individual,Manual,5.51,1196.0,86.8,5.0
Ford Fiesta 1.4 Duratec EXI Limited Edition,2007,3124,97000,Petrol,Individual,Manual,6.02,1388.0,68.0,5.0
Tata New Safari DICOR 2.2 VX 4x2,2012,15949,90000,Diesel,Individual,Manual,7.18,2179.0,138.0,7.0
Hyundai i20 1.2 Asta Option,2017,13860,30000,Petrol,Individual,Manual,5.38,1197.0,81.83,5.0
Hyundai i20 Sportz 1.2,2015,10560,50000,Petrol,Individual,Manual,5.38,1197.0,81.83,5.0
Maruti Alto K10 VXI,2016,7260,30000,Petrol,Individual,Manual,4.18,998.0,67.05,5.0
Maruti Gypsy King Soft Top MPI BSIV,2017,11000,20000,Petrol,Individual,Manual,8.36,1298.0,80.0,8.0
Volkswagen Polo Diesel Highline 1.2L,2012,6600,60300,Diesel,Individual,Manual,4.53,1199.0,73.9,5.0
Tata Zest Quadrajet 1.3 XM,2015,8800,35000,Diesel,Individual,Manual,4.35,1248.0,88.7,5.0
Tata Safari DICOR 2.2 EX 4x2,2011,7040,80000,Diesel,Individual,Manual,7.18,2179.0,138.03,7.0
Hyundai i10 Magna 1.1L,2008,3960,44391,Petrol,Individual,Manual,5.05,1086.0,68.05,5.0
Maruti Baleno Sigma 1.3,2016,11660,58000,Diesel,Individual,Manual,3.65,1248.0,74.0,5.0
Mahindra Bolero 2011-2019 Special Edition,2015,13200,40000,Diesel,Individual,Manual,6.27,2523.0,62.1,7.0
Maruti Ertiga SHVS ZDI,2017,17160,66000,Diesel,Individual,Manual,4.08,1248.0,88.5,7.0
Honda City i DTec SV,2016,15400,110000,Diesel,Individual,Manual,3.85,1498.0,98.6,5.0
Chevrolet Beat Diesel,2013,3850,56315,Diesel,Individual,Manual,3.93,936.0,57.6,5.0
Mahindra Bolero Power Plus SLE,2017,16169,70000,Diesel,Individual,Manual,6.06,1493.0,70.0,7.0
Toyota Etios Liva GD,2013,7150,120000,Diesel,Individual,Manual,4.24,1364.0,67.06,5.0
Chevrolet Tavera LS B3 10 Seats BSII,2006,4950,100000,Diesel,Individual,Manual,6.76,2499.0,80.0,10.0
Tata Zest Quadrajet 1.3 XM,2015,7700,90000,Diesel,Individual,Manual,4.35,1248.0,88.7,5.0
Maruti Wagon R LXI DUO BSIII,2006,2420,120000,LPG,Individual,Manual,3.23,1061.0,57.5,5.0
Maruti Zen Estilo LXI BSIII,2007,1870,160000,Petrol,Individual,Manual,5.49,998.0,67.1,5.0
Toyota Corolla AE,2006,3300,100000,Petrol,Individual,Manual,7.46,1794.0,125.0,5.0
Maruti Swift Dzire VDi,2009,4950,120000,Diesel,Individual,Manual,5.18,1248.0,73.9,5.0
Tata Indica Vista Terra Quadrajet 1.3L,2010,2442,100000,Diesel,Individual,Manual,5.56,1248.0,75.0,5.0
Maruti Wagon R VXI Minor,2007,3300,70000,Petrol,Individual,Manual,5.29,1061.0,67.0,5.0
Hyundai EON Era Plus,2017,6600,15151,Petrol,Individual,Manual,4.74,814.0,55.2,5.0
Mahindra Scorpio 1.99 S6 Plus,2015,13860,60000,Diesel,Individual,Manual,6.49,1997.0,120.0,7.0
Hyundai i10 Era,2011,4532,100000,Petrol,Individual,Manual,5.05,1086.0,68.05,5.0
Maruti Wagon R LXI,2006,1540,110000,Petrol,Individual,Manual,5.29,998.0,67.1,5.0
Hyundai Grand i10 1.2 Kappa Magna AT,2019,12474,7000,Petrol,Individual,Automatic,5.29,1197.0,81.86,5.0
Maruti Wagon R LXI,2005,1430,35000,Petrol,Individual,Manual,5.29,998.0,67.1,5.0
Maruti Swift Dzire VDI,2016,12100,60000,Diesel,Individual,Manual,3.76,1248.0,74.0,5.0
Hyundai i10 Magna,2010,3080,70000,Petrol,Individual,Manual,4.91,1197.0,78.9,5.0
Renault KWID RXT,2016,6600,30000,Petrol,Individual,Manual,3.97,799.0,53.3,5.0
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2013,11000,70000,Petrol,Individual,Manual,6.31,1499.0,110.4,5.0
Hyundai Grand i10 Sportz,2015,8800,128000,Petrol,Individual,Manual,5.29,1197.0,82.0,5.0
Toyota Innova 2.5 GX 8 STR,2012,18700,120000,Diesel,Individual,Manual,7.81,2494.0,102.0,8.0
Maruti Swift VDI BSIV,2014,12540,15000,Diesel,Individual,Manual,3.97,1248.0,74.0,5.0
Maruti Swift Dzire VDI,2017,15378,60000,Diesel,Individual,Manual,3.52,1248.0,74.02,5.0
Honda Brio Exclusive Edition,2013,7810,80000,Petrol,Individual,Manual,5.15,1198.0,86.8,5.0
Maruti Swift Dzire VDI Optional,2016,15180,80000,Diesel,Individual,Manual,3.76,1248.0,74.0,5.0
Ford Fiesta 1.4 Duratorq ZXI,2006,3960,114321,Diesel,Individual,Manual,5.62,1399.0,68.0,5.0
Tata Indica Vista TDI LX,2013,4400,120000,Diesel,Individual,Manual,5.15,1405.0,70.0,5.0
Mahindra Scorpio VLX 2WD AIRBAG AT BSIV,2012,12650,120000,Diesel,Individual,Manual,8.3,2179.0,120.0,8.0
Toyota Etios Liva GD,2014,9130,146000,Diesel,Individual,Manual,4.24,1364.0,67.06,5.0
Hyundai i10 Magna LPG,2012,7700,30000,LPG,Individual,Manual,2.94,1086.0,68.05,5.0
Hyundai EON D Lite Plus,2017,7700,20000,Petrol,Individual,Manual,4.74,814.0,55.2,5.0
Toyota Platinum Etios 1.4 GD,2017,13904,150000,Diesel,Individual,Manual,4.24,1364.0,67.05,5.0
Maruti Eeco CNG 5 Seater AC BSIV,2014,7150,70000,CNG,Individual,Manual,3.03,1196.0,61.7,5.0
Hyundai Elantra SX,2013,11242,90000,Petrol,Individual,Manual,6.13,1797.0,147.5,5.0
Honda City 1.5 V MT,2010,6600,100000,Petrol,Individual,Manual,5.88,1497.0,118.0,5.0
Maruti Wagon R LXI,2005,1540,188000,Petrol,Individual,Manual,5.29,998.0,67.1,5.0
Hyundai i10 Sportz 1.1L,2008,3960,100000,Petrol,Individual,Manual,5.05,1086.0,68.05,5.0
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,59642,9000,Diesel,Dealer,Automatic,7.35,1999.0,177.0,5.0
Lexus ES 300h,2019,113300,20000,Petrol,Dealer,Automatic,4.47,2487.0,214.56,5.0
Jaguar XF 2.0 Diesel Portfolio,2017,70400,45000,Diesel,Dealer,Automatic,5.17,1999.0,177.0,5.0
Tata Safari Storme EX,2015,11066,110000,Diesel,Individual,Manual,7.09,2179.0,147.94,7.0
Volvo XC40 D4 Inscription BSIV,2019,83600,20000,Diesel,Individual,Automatic,5.56,1969.0,190.0,5.0
Toyota Camry 2.5 Hybrid,2016,44000,68089,Petrol,Trustmark Dealer,Automatic,5.22,2494.0,157.7,5.0
Maruti Wagon R LXI,2013,4950,58343,Petrol,Trustmark Dealer,Manual,4.59,998.0,67.05,5.0
Maruti Baleno Alpha 1.3,2018,16279,38817,Diesel,Dealer,Manual,3.65,1248.0,74.0,5.0
Honda Jazz VX,2016,12100,56494,Petrol,Trustmark Dealer,Manual,5.49,1199.0,88.7,5.0
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,16500,79328,Diesel,Trustmark Dealer,Manual,7.7,2494.0,100.6,7.0
Maruti Swift AMT VVT VXI,2019,14300,5621,Petrol,Trustmark Dealer,Automatic,4.55,1197.0,81.8,5.0
Toyota Etios VX,2017,13750,25538,Petrol,Trustmark Dealer,Manual,5.96,1496.0,88.73,5.0
Maruti Swift AMT ZXI,2018,13200,69779,Petrol,Dealer,Automatic,4.55,1197.0,81.8,5.0
Hyundai Grand i10 1.2 CRDi Sportz,2017,9900,56290,Diesel,Dealer,Manual,4.17,1186.0,73.97,5.0
BMW X4 M Sport X xDrive20d,2019,118800,7500,Diesel,Dealer,Automatic,5.96,1995.0,190.0,5.0
BMW X4 M Sport X xDrive20d,2019,121000,8500,Diesel,Dealer,Automatic,5.96,1995.0,190.0,5.0
Honda Amaze V CVT Petrol BSIV,2019,17138,7032,Petrol,Trustmark Dealer,Automatic,5.26,1199.0,88.76,5.0
Skoda Rapid 1.6 MPI AT Elegance,2016,14190,11000,Petrol,Dealer,Automatic,6.99,1598.0,103.5,5.0
Volvo V40 D3 R-Design,2018,54450,2000,Diesel,Dealer,Automatic,5.95,1984.0,150.0,5.0
Hyundai i20 1.2 Asta,2017,16059,37333,Petrol,Individual,Manual,5.38,1197.0,81.83,5.0
Maruti Ertiga VDI,2014,9900,15000,Diesel,Individual,Manual,4.81,1248.0,88.76,7.0
Hyundai Sonata 2.4 GDi MT,2012,12100,330000,Petrol,Individual,Manual,7.44,2359.0,198.25,5.0
Maruti Wagon R LXI CNG,2017,9240,60000,CNG,Individual,Manual,2.5,998.0,58.16,5.0
Toyota Etios GD,2016,11219,80000,Diesel,Individual,Manual,4.24,1364.0,67.05,5.0
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,19910,110000,Diesel,Individual,Manual,7.7,2494.0,100.6,7.0
Maruti Alto LX,2011,3080,72000,Petrol,Individual,Manual,5.08,796.0,46.3,5.0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2006,6600,140000,Diesel,Individual,Manual,7.81,2494.0,102.0,8.0
Maruti Ritz LXi,2015,6600,80000,Petrol,Individual,Manual,5.41,1197.0,85.8,5.0
Maruti Swift Dzire VDi,2010,4950,120000,Diesel,Individual,Manual,5.18,1248.0,73.9,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,18920,90000,Diesel,Individual,Manual,7.7,2494.0,100.6,8.0
Renault Duster 85PS Diesel RxL Optional,2012,8800,100000,Diesel,Individual,Manual,4.89,1461.0,83.8,5.0
Maruti Swift Dzire LXi,2009,4180,90000,Petrol,Individual,Manual,5.71,1298.0,85.8,5.0
Honda Amaze VX i-DTEC,2013,7700,140000,Diesel,Individual,Manual,3.88,1498.0,98.6,5.0
Chevrolet Spark 1.0 LS,2010,1650,120000,Petrol,Individual,Manual,5.56,995.0,62.0,5.0
Maruti Vitara Brezza VDi AMT,2019,18920,35000,Diesel,Individual,Automatic,4.12,1248.0,88.5,5.0
Maruti Alto K10 VXI,2014,5500,50000,Petrol,Individual,Manual,4.18,998.0,67.05,5.0
Hyundai Verna 1.4 CRDi,2017,15400,82000,Diesel,Individual,Manual,4.03,1396.0,88.7,5.0
Maruti Swift VDI BSIV,2014,8778,70000,Diesel,Individual,Manual,3.97,1248.0,74.0,5.0
Maruti Ritz LXi,2016,7040,90000,Petrol,Individual,Manual,5.41,1197.0,85.8,5.0
Toyota Fortuner 4x2 AT,2015,44000,60000,Diesel,Individual,Automatic,7.97,2982.0,168.5,7.0
Skoda Octavia Ambition 2.0 TDI MT,2014,24200,79000,Diesel,Individual,Manual,4.85,1968.0,141.0,5.0
Toyota Innova 2.5 V Diesel 7-seater,2011,16500,291000,Diesel,Individual,Manual,7.81,2494.0,102.0,7.0
Toyota Innova 2.5 V Diesel 7-seater,2010,16500,250000,Diesel,Individual,Manual,7.81,2494.0,102.0,7.0
Mahindra Bolero 2011-2019 Plus Non AC BSIV PS,2018,11660,20000,Diesel,Individual,Manual,6.27,2523.0,63.0,9.0
Maruti Ciaz ZDi Plus SHVS,2017,16500,53000,Diesel,Individual,Manual,3.56,1248.0,88.5,5.0
